annee,altitude_m,pluviometrie_mm,temperature_moy_C,superficie_ha,utilisation_engrais,acces_irrigation,nb_menages,province_Bujumbura Rural,province_Bururi,province_Cankuzo,province_Cibitoke,province_Gitega,province_Kayanza,province_Kirundo,province_Makamba,province_Muramvya,province_Muyinga,province_Mwaro,province_Ngozi,province_Rutana,province_Ruyigi,culture_Haricot,culture_Manioc,culture_Maïs,culture_Patate douce,culture_Sorgho,saison_B
2023,1986,926.1,18.9,2.5,0.0,0,140,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,1062,867.4,22.6,0.9,1.0,0,155,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2017,1928,662.1,19.8,0.87,0.0,0,84,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2015,881,829.9,23.9,1.33,1.0,1,154,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,1454,817.1,22.1,4.08,1.0,0,43,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2019,1231,885.8,21.4,1.86,0.0,0,169,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2015,1074,672.9,22.5,2.46,0.0,0,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2015,1986,628.3,20.3,3.15,1.0,0,100,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2019,1439,842.8,21.8,2.66,0.0,0,135,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,747,854.1,23.6,0.9,0.0,0,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2022,843,803.3,22.9,2.01,0.0,0,101,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,1806,1048.7,20.8,2.97,1.0,0,80,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2021,2043,774.8,18.8,0.89,1.0,0,47,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023,1204,1040.2,21.0,2.47,0.0,0,129,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2019,1364,823.2,22.5,3.79,0.0,0,89,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016,1474,676.7,20.6,1.79,0.0,1,118,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2015,1930,774.2,19.1,2.15,0.0,0,38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018,1170,1175.9,23.1,3.99,0.0,0,23,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2018,858,829.0,23.2,3.25,1.0,0,177,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021,785,1031.0,22.7,1.68,0.0,1,106,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023,1385,839.4,21.8,2.85,1.0,0,127,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2021,1100,708.6,23.7,2.37,0.0,0,155,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2022,1941,938.6,19.8,2.47,1.0,0,139,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2019,1757,691.9,19.8,1.46,0.0,1,42,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2018,1679,1102.1,19.8,1.5,0.0,0,54,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2020,862,810.8,23.0,3.74,1.0,0,57,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018,1988,721.8,20.7,3.3,0.0,0,148,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2015,1304,631.4,20.5,1.1,0.0,0,120,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
2022,1140,956.3,21.4,4.21,0.0,0,98,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2019,778,688.5,24.5,3.35,0.0,0,126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017,1382,845.7,21.9,4.34,1.0,0,89,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
2016,1925,855.9,19.7,3.92,0.0,0,167,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2022,1077,773.4,22.7,1.22,0.0,0,125,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022,1646,890.6,20.3,1.16,0.0,0,45,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2023,1478,928.7,20.8,0.87,1.0,0,124,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,772,623.4,24.4,2.14,1.0,1,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2018,1886,901.0,19.2,1.96,0.0,0,97,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2015,1875,1044.5,20.5,4.38,0.0,0,57,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016,1627,1011.7,22.5,0.79,0.0,0,77,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2020,849,1130.9,22.9,2.46,0.0,1,86,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,1470,751.1,20.9,3.5,0.0,0,54,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2022,1386,835.8,19.9,3.52,0.0,0,101,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
2015,1732,776.2,18.8,2.8,1.0,0,48,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2023,1077,760.8,21.8,3.93,0.0,0,158,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2023,1930,813.6,20.1,1.83,0.0,0,153,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2023,1767,954.2,20.4,1.14,1.0,0,16,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2015,1710,650.4,20.9,3.98,1.0,0,60,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023,1451,687.1,20.0,0.97,1.0,0,90,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
2022,1641,980.2,21.9,2.27,0.0,0,165,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2018,1517,786.7,21.2,4.33,0.0,1,119,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018,1381,903.6,21.9,3.97,0.0,0,140,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2017,1773,854.6,21.2,2.49,0.0,0,82,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016,1248,793.0,22.8,0.36,1.0,0,116,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2016,838,643.3,23.1,3.08,1.0,1,179,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023,1770,811.1,19.8,3.7,0.0,0,127,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,1983,924.8,20.0,3.01,1.0,0,107,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2023,1491,957.6,20.9,3.78,1.0,0,59,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2020,1938,592.1,20.0,3.24,0.0,0,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2018,1424,867.9,20.4,0.34,1.0,0,116,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015,1223,890.2,21.8,3.51,0.0,0,59,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2020,1533,783.0,21.5,3.18,0.0,0,110,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2020,1355,994.2,20.3,4.45,1.0,0,162,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022,1777,727.9,21.2,3.9,1.0,0,63,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2019,1666,840.9,19.6,4.07,0.0,0,28,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2021,1355,610.2,23.0,4.43,1.0,0,176,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2016,1740,671.9,19.8,1.65,0.0,0,126,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2023,1511,867.0,20.7,1.14,0.0,0,75,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2015,1504,979.5,21.8,3.97,0.0,0,155,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2018,1848,610.4,19.6,0.82,0.0,0,173,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2019,819,718.2,23.2,3.88,1.0,1,117,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2017,1322,773.1,20.4,3.75,1.0,0,166,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2020,1612,731.4,21.8,2.28,1.0,1,119,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2017,1416,821.2,21.8,2.44,0.0,0,24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2016,766,869.1,23.0,0.91,1.0,1,115,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,1960,839.7,20.3,2.05,1.0,0,74,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2017,1391,799.8,21.8,2.82,1.0,0,109,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2016,750,823.6,23.7,1.17,0.0,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2019,1404,1273.4,22.1,4.24,1.0,0,155,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2020,834,503.6,23.1,3.59,1.0,0,96,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2022,1672,752.2,19.9,1.09,0.0,0,123,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
2022,1435,779.3,20.7,1.92,1.0,0,35,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,1629,637.6,20.9,0.76,1.0,0,176,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2018,1750,758.2,21.0,1.32,0.0,0,115,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,836,723.8,23.3,4.28,0.0,1,146,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2021,1990,771.4,18.7,1.29,0.0,0,121,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
2022,1814,650.6,18.9,1.4,1.0,0,168,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2023,828,802.5,23.3,3.67,0.0,1,34,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2019,1382,912.6,21.5,0.65,0.0,0,152,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2016,1760,828.4,20.6,3.09,1.0,0,159,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2022,1328,820.1,21.8,3.04,1.0,0,163,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2021,1470,612.3,19.5,2.11,0.0,1,67,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2021,2029,860.8,20.5,1.69,0.0,1,51,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,1181,746.7,22.2,0.84,0.0,0,106,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2015,764,765.1,23.9,0.63,0.0,0,97,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2015,1220,673.0,24.3,3.16,1.0,0,115,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2018,1212,788.8,22.1,3.83,0.0,0,40,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2021,900,981.6,24.3,0.61,0.0,0,40,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2016,849,922.9,22.9,4.38,0.0,0,151,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016,1215,771.2,20.2,3.21,1.0,0,41,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2017,1823,1047.9,20.7,1.26,1.0,0,75,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2020,1323,804.95,21.5,0.81,1.0,0,135,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2017,885,954.0,23.5,3.88,0.0,0,155,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2015,1180,747.5,22.8,0.51,0.0,0,135,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2015,1400,865.4,21.1,1.26,1.0,0,149,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
2021,1837,751.7,21.2,0.57,1.0,0,30,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2016,1422,844.5,21.2,2.3,1.0,0,101,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2017,835,926.3,22.9,3.38,0.0,0,93,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,1934,810.3,19.0,4.38,0.0,0,121,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017,807,785.0,24.3,2.21,0.0,0,72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2022,817,861.7,24.3,4.07,1.0,1,138,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019,1625,1036.1,20.2,1.3,1.0,0,18,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2020,1412,603.7,20.9,1.15,0.0,0,70,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2020,770,831.9,22.7,0.75,0.0,1,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2016,1085,897.1,23.0,0.65,0.0,0,28,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2021,1076,770.0,22.7,3.44,0.0,0,166,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2017,1998,884.0,18.1,3.48,0.0,0,132,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017,1392,879.9,21.9,2.59,0.0,0,80,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2023,2048,916.8,17.8,3.37,0.0,0,36,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2016,1392,740.2,20.7,2.7,1.0,0,28,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020,1980,735.6,18.9,4.29,0.0,0,160,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
2020,1221,819.8,22.0,1.75,0.0,0,142,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2018,1394,770.0,21.7,2.79,1.0,0,36,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2016,1921,704.7,19.4,3.6,0.0,0,126,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2022,1883,956.0,19.0,0.82,0.0,0,35,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,1329,942.9,21.5,2.7,0.0,0,34,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020,1391,760.3,21.6,0.43,0.0,0,169,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2017,1377,978.8,21.5,1.71,1.0,0,121,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2016,787,967.9,21.6,2.46,0.0,0,120,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2019,1419,678.3,21.5,2.08,0.0,0,162,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2023,1406,685.1,20.6,0.43,1.0,0,141,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2022,1359,747.3,21.9,2.87,0.0,0,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2023,1777,1057.2,21.1,4.36,0.0,0,98,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019,819,719.6,23.7,0.46,0.0,0,172,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2021,1394,912.5,21.3,3.11,0.0,0,36,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2020,1771,789.6,20.2,1.87,1.0,0,78,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
2022,1105,671.8,23.3,3.11,0.0,0,92,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2019,1168,838.7,23.5,4.32,0.0,0,106,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2017,1389,685.6,21.1,3.19,0.0,0,127,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
2021,1308,981.1,20.4,3.38,0.0,0,60,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2020,1442,847.95,21.0,0.81,0.0,0,60,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2023,759,670.1,22.5,2.48,0.0,1,150,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023,1465,988.4,19.9,2.41,0.0,0,83,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,1208,877.6,21.3,2.13,0.0,0,158,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018,1461,1041.9,21.0,2.36,0.0,0,29,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2023,1490,803.4,20.9,2.43,0.0,0,77,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2018,1797,841.5,19.7,3.62,1.0,0,27,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2017,827,954.9,22.6,2.27,1.0,0,137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,1666,857.3,19.8,1.74,0.0,0,166,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2015,1120,913.8,22.3,2.19,0.0,0,74,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2020,1886,925.6,20.7,3.37,0.0,0,90,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022,801,666.0,21.7,3.42,0.0,1,54,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,754,722.9,23.4,1.56,0.0,1,171,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,1935,937.1,18.0,0.93,0.0,0,137,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,1783,836.5,19.6,3.24,0.0,0,98,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
2015,1914,723.0,21.1,3.53,0.0,0,90,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2020,1876,808.3,19.4,1.01,0.0,1,153,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023,1818,901.6,20.2,1.82,1.0,0,70,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2019,837,646.0,23.5,1.04,1.0,1,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2019,1970,852.4,19.6,0.63,1.0,0,121,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2018,2008,713.3,20.3,3.78,1.0,1,48,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2020,1545,767.3,21.4,0.34,1.0,0,84,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2017,810,799.3,22.7,1.78,0.0,1,57,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2018,1493,852.0,19.8,4.08,1.0,0,93,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2021,850,794.2,23.9,4.29,0.0,0,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018,1185,812.5,20.8,1.82,0.0,0,20,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2020,776,693.3,23.5,1.8,0.0,1,92,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015,1483,830.8,21.4,1.3,0.0,0,91,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2015,1168,973.5,22.3,1.59,0.0,0,88,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2022,1854,968.0,20.1,1.33,0.0,0,24,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021,1426,816.5,20.3,4.27,1.0,0,122,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,2036,806.2,18.1,2.75,1.0,0,110,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,1914,700.9,18.7,4.44,0.0,1,122,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2019,1346,786.4,21.9,1.68,1.0,0,47,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
2022,1780,843.3,18.8,2.45,0.0,0,27,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
2021,1381,659.4,21.4,1.9,0.0,0,24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2016,1978,855.6,18.7,1.43,0.0,1,17,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2015,787,627.3,22.9,3.2,0.0,1,105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2019,1242,863.7,22.1,3.54,0.0,0,51,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2019,1784,806.3,20.3,2.83,0.0,1,87,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
2020,1471,1000.4,21.3,0.91,0.0,0,72,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2016,1993,1014.9,19.9,2.21,1.0,0,136,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2018,1390,787.1,21.3,4.29,0.0,0,177,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,1401,962.9,20.9,2.46,0.0,0,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2016,1883,1026.6,19.9,3.69,1.0,0,169,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2015,1352,671.1,22.8,3.26,0.0,0,53,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022,1173,729.5,22.8,2.95,0.0,0,110,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2020,1726,626.8,20.1,3.54,1.0,0,46,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2016,1519,834.7,20.4,1.9,1.0,1,127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2019,2013,578.8,19.0,1.92,0.0,0,162,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2019,1929,851.4,19.1,2.87,1.0,0,136,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2022,1480,945.4,21.2,2.7,1.0,0,75,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022,1394,894.3,22.9,3.63,0.0,0,118,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2019,1452,732.2,20.0,1.6,0.0,0,173,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2018,1922,701.2,20.7,3.67,1.0,0,33,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,1088,817.6,21.8,3.94,0.0,0,131,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2022,1088,731.5,22.3,2.52,0.0,0,91,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
2019,1435,729.5,22.7,2.07,0.0,0,96,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,1452,951.2,21.0,3.85,1.0,0,133,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2018,1977,919.1,19.0,2.91,1.0,1,148,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2022,1905,792.5,19.1,4.43,0.0,0,110,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
2022,1981,858.9,20.0,0.52,0.0,0,125,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2018,1829,700.6,19.2,1.28,0.0,0,128,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
2020,866,818.4,22.1,0.31,1.0,0,60,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2016,758,1022.3,23.0,2.22,0.0,0,43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,1999,823.5,19.9,0.6,1.0,0,179,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2015,1797,708.1,19.9,3.85,0.0,0,56,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2018,1062,827.2,22.6,0.4,0.0,0,79,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2015,2002,1147.1,19.1,4.19,1.0,0,60,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021,2008,669.3,18.8,3.09,0.0,1,50,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
